"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"BALDWIN IV, WADE",24,"403:07",1.2222,1.2,115.12,93.73,-21.39,0.5017,20.3101,2.44,10.16,6.4,109,79,30,38,8,1.63,18.29,45.87,45.4,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CHERRY, WILL",13,"273:27",1.6923,1.21,114.3,105.29,-9.01,0.5309,14.1867,2.7,8.56,5.7,58,36,22,17,8,2.2,12.98,50,48.12,"2019-2020","Olympiacos Piraeus"
"ELLIS, OCTAVIUS",7,"150:10",0.5,1.9,106.72,132.25,25.53,0.7882,14.4553,9.02,23.38,16.38,30,30,1,23,0,2.55,4.77,76.67,65.89,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KONIARIS, ANTONIOS",24,"320:59",1.4167,1.09,112.71,98.8,-13.91,0.5284,15.412,3.07,9.11,6.17,74,26,48,8,20,2.73,16.98,51.35,39.2,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MILUTINOV, NIKOLA",24,"591:49",1.2083,1.92,111.68,140.75,29.07,0.7115,16.3526,17.89,21.95,19.97,128,128,1,84,0,1.02,8.61,65.62,70.23,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PAPANIKOLAOU, KOSTAS",26,"621:42",0.7959,1.41,109.42,104.01,-5.41,0.6197,18.0366,2.18,15.62,9.07,158,66,92,40,36,3.17,10.65,59.49,45.31,"2019-2020","Olympiacos Piraeus"
"PAUL, BRANDON",27,"531:06",1.2963,1.33,112.05,110.64,-1.41,0.5673,21.4244,1.85,15.64,8.92,175,49,126,21,48,2.26,11.34,53.14,46.66,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PRINTEZIS, GEORGIOS",25,"625:57",2.1765,1.28,114.97,119.45,4.48,0.5773,21.4008,4.13,16.08,10.25,230,195,35,108,13,0.79,11.42,55.43,57.86,"2019-2020","Olympiacos Piraeus"
"PUNTER, KEVIN",11,"202:10",1.2857,0.83,115.59,84.37,-31.22,0.3796,25.7246,1.83,10.42,6.23,90,51,39,20,7,1.35,7.71,33.89,39.35,"2019-2020","Olympiacos Piraeus"
"REED, WILLIE",11,"121:13",0.375,1.65,113.92,118.46,4.54,0.6574,25.1421,12.19,18.34,15.34,43,42,1,28,0,0.45,5.16,65.12,61.5,"2019-2020","Olympiacos Piraeus"
"ROCHESTIE, TAYLOR",21,"301:23",2.303,1.23,117.77,107.72,-10.05,0.5524,19.7024,2.04,6.21,4.18,79,45,34,19,14,1.09,41.92,50.63,46.7,"2019-2020","Olympiacos Piraeus"
"RUBIT, AUGUSTINE",26,"397:31",0.625,1.67,112.64,122.48,9.84,0.6898,17.0399,8.67,14.42,11.62,94,78,16,48,8,1.51,6.62,63.83,58.28,"2019-2020","Olympiacos Piraeus"
"SPANOULIS, VASSILIS",22,"542:16",1.7586,1.21,118.9,103.41,-15.49,0.5389,26.1139,0,5.61,2.88,205,86,119,50,34,0.81,33.82,49.27,45.34,"2019-2020","Olympiacos Piraeus"
"VEZENKOV, SASHA",26,"354:42",1.625,1.48,114.84,134.4,19.56,0.678,20.017,4.51,13.2,8.96,125,64,61,40,28,1.08,7.06,65.6,58.12,"2019-2020","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BERTANS, DAIRIS",21,"354:58",2.1818,1.32,123.02,119.29,-3.73,0.6202,12.0272,0,3.96,2.02,73,17,56,8,24,1.1,10.03,60.27,46.29,"2019-2020","Khimki Moscow Region"
"BOOKER, DEVIN",28,"625:37",0.85,1.54,116.13,124.89,8.76,0.6765,21.5746,9.77,15.92,12.91,210,173,37,108,17,1.96,9.62,63.57,58.41,"2019-2020","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"EVANS, JEREMY",21,"426:32",0.8889,1.46,116.19,125.49,9.3,0.6467,17.7086,10.61,15.39,13.05,123,107,16,66,7,1.57,6.32,62.2,60.07,"2019-2020","Khimki Moscow Region"
"GILL, ANTHONY",25,"472:56",1.381,1.55,116.67,132.19,15.52,0.686,17.6255,9.31,18.83,14.17,134,84,50,54,22,0.94,10.16,64.93,59.04,"2019-2020","Khimki Moscow Region"
"JEREBKO, JONAS",28,"663:25",2.2857,1.42,115.32,129.06,13.74,0.6383,19.3786,4.79,18.55,11.82,221,136,85,80,36,1.77,12.27,60.63,57.4,"2019-2020","Khimki Moscow Region"
"JOVIC, STEFAN",23,"534:08",2.5263,1.57,116.79,124.67,7.88,0.6907,14.8248,2.06,7.68,4.93,111,64,47,39,25,3.13,27.88,68.92,54.72,"2019-2020","Khimki Moscow Region"
"KARASEV, SERGEY",22,"271:14",1.4167,1.24,119.79,115.94,-3.85,0.5848,14.7716,5.86,8.21,7.06,67,27,40,13,16,1.65,9.53,55.22,47.05,"2019-2020","Khimki Moscow Region"
"KRAMER, CHRIS",16,"307:14",2.4211,1.09,120.51,106.53,-13.98,0.5107,15.6061,2.79,9.92,6.43,75,46,29,23,10,1.09,22.79,50.67,47.26,"2019-2020","Khimki Moscow Region"
"MONIA, SERGEY",17,"191:34",1.125,1.1,117.4,0,0,0.5517,9.3279,5.11,14.68,10,29,6,23,1,10,1.46,6.64,55.17,0,"2019-2020","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SHVED, ALEXEY",26,"810:27",1.5882,1.27,119.3,108.09,-11.21,0.5535,36.0592,0.91,9.11,5.09,438,186,252,88,83,1.65,36.12,48.52,45.99,"2019-2020","Khimki Moscow Region"
"TIMMA, JANIS",21,"627:52",1,1.18,117.98,104.94,-13.04,0.5652,21.0512,3.31,8.96,6.19,223,63,160,34,60,2.31,10.62,55.61,41.89,"2019-2020","Khimki Moscow Region"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ZAYTSEV, VYACHESLAV",19,"231:20",1.75,1.32,113.25,109.29,-3.96,0.5741,12.1419,3.7,16.72,10.35,40,34,6,21,1,2.41,13.56,56.25,53.26,"2019-2020","Khimki Moscow Region"
"CHRISTON, SEMAJ",7,"176:39",3.25,1.14,116.04,114.49,-1.55,0.526,18.8709,1.3,4.16,2.68,56,35,21,19,6,0.64,27.59,50,52.37,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"DIOP, ILIMANE",27,"286:44",0.3182,1.48,107.55,105.9,-1.65,0.6072,17.4828,8.8,13.25,10.95,67,46,21,28,6,1.57,4.39,55.22,50.81,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ERIC, MICHAEL",28,"419:25",0.2571,1.27,105.61,95.98,-9.63,0.5474,20.8099,9.3,12.27,10.74,125,125,1,69,0,2.82,4.2,55.2,49.58,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"FALL, YOUSSOUPHA",28,"379:30",0.0833,1.49,105.81,103.06,-2.75,0.5944,21.9831,19.05,23.25,21.08,109,109,1,67,0,0.89,1.59,61.47,53.65,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"GARCIA, SERGI",15,"105:28",0.8,0.72,112.06,0,0,0.3611,12.8561,3.26,9.29,6.18,18,7,11,2,3,1.6,12.09,36.11,0,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"GARINO, PATRICIO",10,"189:48",0.75,1.34,108.44,110.24,1.8,0.5338,18.0533,3.02,19.37,10.93,50,25,25,8,8,1.48,5.35,40,47.63,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HENRY, PIERRIA",25,"616:15",1.4912,1.19,106.36,99.95,-6.41,0.5158,19.4845,5.03,12.53,8.65,165,104,61,50,18,3.65,24.43,46.67,46.26,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"JANNING, MATT",28,"635:12",1.4,0.9,111.83,92.65,-19.18,0.4275,17.3572,2.17,8.3,5.13,188,65,123,22,35,1.86,11.3,39.63,37.45,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"POLONARA, ACHILLE",27,"338:06",0.8571,0.96,105.87,101.03,-4.84,0.4195,15.5142,10.52,15.95,13.15,89,49,40,20,9,2.5,3.01,37.64,47.27,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"SHENGELIA, TORNIKE",28,"851:31",1.0253,1.39,108.59,113.29,4.7,0.6183,24.9107,6.6,15.4,10.86,319,232,87,136,34,1.85,20.01,58.62,52.81,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"SHIELDS, SHAVON",26,"659:15",1,1.17,112.34,111.1,-1.24,0.5457,18.3929,3.48,12.64,7.91,210,129,81,66,28,0.85,7.12,51.43,49.45,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"STAUSKAS, NIK",22,"451:33",1.25,1.22,111.49,110.1,-1.39,0.5626,21.7784,2.29,10.31,6.17,161,71,90,29,38,1.5,14.72,53.42,45.74,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"VILDOZA, LUCA",16,"370:08",1.7,1.03,108.46,97.88,-10.58,0.4901,19.007,1.24,8.94,4.96,110,51,59,25,17,2.74,24.54,45.91,41.52,"2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"ACY, QUINCY",27,"525:41",0.5758,1.08,105.34,94.3,-11.04,0.5047,14.7006,5.72,14.75,10.3,120,51,69,30,18,1.7,5.5,47.5,41.22,"2019-2020","Maccabi FOX Tel Aviv"
"AVDIJA, DENI",26,"371:24",1.5789,1.12,106.74,104.34,-2.4,0.5151,15.5502,4.67,16.04,10.43,94,47,47,28,13,1.5,12.66,50.53,46.9,"2019-2020","Maccabi FOX Tel Aviv"
"BLACK, TARIK",11,"216:23",0.4783,1.82,103.08,110.3,7.22,0.6645,21.6843,10.69,17.14,13.96,55,55,1,34,0,2.32,8.6,61.82,56.32,"2019-2020","Maccabi FOX Tel Aviv"
"BRYANT, ELIJAH",27,"533:41",1.6176,1.22,106.15,112.92,6.77,0.5925,20.1112,3.03,13.27,8.22,185,101,84,56,35,2.51,17.83,58.65,48.35,"2019-2020","Maccabi FOX Tel Aviv"
"CALOIARO, ANGELO",18,"377:06",3.5714,1.47,109.63,132.83,23.2,0.6059,11.3382,5.52,9.84,7.71,68,36,32,20,11,1.78,9.95,53.68,59.74,"2019-2020","Maccabi FOX Tel Aviv"
"CASSPI, OMRI",6,"127:26",2.1111,1.64,99.34,123.05,23.71,0.6545,23.9871,3.63,24.69,14.31,44,36,8,26,2,3.5,28.2,65.91,61.56,"2019-2020","Maccabi FOX Tel Aviv"
"COHEN, JAKE",24,"320:27",1.2105,1.34,108.05,117.14,9.09,0.6181,18.3863,7.58,9.82,8.71,96,65,31,37,14,2.26,12.18,60.42,53.02,"2019-2020","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DIBARTOLOMEO, JOHN",12,"162:25",2,1.57,106.09,130.3,24.21,0.6875,23.0433,0,8.3,4.21,60,26,34,14,16,3.44,21.84,63.33,53.79,"2019-2020","Maccabi FOX Tel Aviv"
"DORSEY, TYLER",28,"528:24",0.9535,1.16,105.49,100.5,-4.99,0.5211,27.9954,3.06,11.49,7.33,239,108,131,41,51,3.06,13.51,49.16,42.86,"2019-2020","Maccabi FOX Tel Aviv"
"HUNTER, OTHELLO",27,"629:08",1.3846,1.37,106.92,125.74,18.82,0.6071,19.3557,13.97,17.51,15.76,203,199,4,118,0,1.24,10.2,58.13,62.15,"2019-2020","Maccabi FOX Tel Aviv"
"JACKSON, AARON",12,"210:20",1.4286,1.24,112.56,102.14,-10.42,0.5563,13.5883,2.2,8.01,5.15,41,23,18,11,7,0.8,14.34,52.44,45.03,"2019-2020","Maccabi FOX Tel Aviv"
"REYNOLDS, JALEN",12,"167:26",0.5294,1.33,99.68,102.21,2.53,0.5728,21.7823,13.12,29.53,21.44,51,50,1,28,0,2,9.25,54.9,51.27,"2019-2020","Maccabi FOX Tel Aviv"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"WILBEKIN, SCOTTIE",26,"677:18",1.5172,1.38,108.46,116.31,7.85,0.6195,27.9392,0.68,7.8,4.29,303,96,207,42,90,2.64,23.47,58.42,47.14,"2019-2020","Maccabi FOX Tel Aviv"
"WOLTERS, NATE",15,"289:47",3.0769,1.12,111.2,110.15,-1.05,0.5187,20.0947,0.8,9.7,5.31,101,68,33,37,10,1.16,23.55,51.49,50.87,"2019-2020","Maccabi FOX Tel Aviv"
"ZOOSMAN, YOVEL",23,"406:34",1.5,1.18,104.38,105.12,0.74,0.5345,16.6816,3.98,13.27,8.69,105,66,39,35,11,3.29,15.1,49.05,47.59,"2019-2020","Maccabi FOX Tel Aviv"
"BENTIL, BEN",23,"208:49",2.5,1.37,118.11,126.5,8.39,0.5408,15.7363,11.55,13.12,12.35,52,30,22,12,7,0.77,6.93,43.27,57.8,"2019-2020","Panathinaikos OPAP Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CALATHES, NICK",28,"901:22",2.7717,1.1,114.88,105.42,-9.46,0.4905,24.7212,1.53,15.32,8.59,338,224,114,110,32,1.91,45.27,46.75,49.08,"2019-2020","Panathinaikos OPAP Athens"
"FREDETTE, JIMMER",27,"574:55",1.3333,1.51,117.46,123.81,6.35,0.6457,25.0094,2,9.15,5.66,230,122,108,64,45,1.96,14.08,57.17,53.17,"2019-2020","Panathinaikos OPAP Athens"
"JOHNSON, WESLEY",28,"440:05",1.4545,1.01,113.63,100.3,-13.33,0.4593,12.0343,3.39,13.7,8.66,92,35,57,17,15,2.08,5.12,42.93,44,"2019-2020","Panathinaikos OPAP Athens"
"MITOGLOU, KONSTANTINOS",28,"389:19",0.8125,1.38,110.07,121.6,11.53,0.5896,18.694,12.39,17.18,14.84,118,91,27,52,8,3.31,5.31,54.24,58.48,"2019-2020","Panathinaikos OPAP Athens"
"PAPAGIANNIS, GEORGIOS",27,"473:41",0.2222,1.36,112.23,114.59,2.36,0.6303,17.3886,10.18,19.9,15.15,137,135,2,85,0,1.14,2.1,62.04,57.25,"2019-2020","Panathinaikos OPAP Athens"
"PAPAPETROU, IOANNIS",27,"753:31",1.4,1.36,116.42,127.35,10.93,0.6355,15.3745,3.81,12.66,8.33,216,126,90,87,33,1.36,4.47,63.19,57.81,"2019-2020","Panathinaikos OPAP Athens"
"PAPPAS, NIKOS",10,"119:30",1.2857,1.1,117.36,100.22,-17.14,0.5055,19.9482,1.92,10.09,6.1,40,24,16,10,6,1.8,11.61,47.5,44.28,"2019-2020","Panathinaikos OPAP Athens"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RICE, TYRESE",28,"488:29",1.5294,1.35,120.39,111,-9.39,0.5837,28.0128,1.65,5.61,3.67,206,98,108,43,41,1.21,26.16,50.73,47.22,"2019-2020","Panathinaikos OPAP Athens"
"THOMAS, DESHAUN",28,"837:55",0.8438,1.33,117.51,119.64,2.13,0.5928,20.2771,7.12,9.42,8.3,292,189,103,107,37,1.73,5.28,55.65,55.05,"2019-2020","Panathinaikos OPAP Athens"
"VOUGIOUKAS, IAN",18,"143:35",0.6667,1.48,114.39,104.66,-9.73,0.6256,16.8126,4.8,15.27,10.15,33,32,1,19,0,1.12,8.57,57.58,52.16,"2019-2020","Panathinaikos OPAP Athens"
"WILEY, JACOB",24,"282:51",0.875,1.54,116.04,131.9,15.86,0.6636,17.5496,9.34,7.75,8.52,84,83,1,54,0,2.09,4.18,64.29,66.55,"2019-2020","Panathinaikos OPAP Athens"
"CAMPAZZO, FACUNDO",28,"669:04",2.726,1.38,106.44,116.84,10.4,0.5735,22.7798,1.63,9.12,5.51,201,88,113,46,35,3.19,47.02,49,50.69,"2019-2020","Real Madrid"
"CARROLL, JAYCEE",22,"294:56",1,1.17,112.18,110.7,-1.48,0.5636,26.0092,2.88,7.28,5.16,142,63,79,30,32,0.74,6.86,54.93,45.23,"2019-2020","Real Madrid"
"CAUSEUR, FABIEN",25,"408:18",1.7619,1.4,111.58,121.91,10.33,0.6548,19.4429,2.68,7.75,5.31,134,79,55,48,26,1.07,15.83,64.93,53.4,"2019-2020","Real Madrid"
"DECK, GABRIEL",24,"481:42",2.25,1.27,109.92,117.09,7.17,0.5494,17.9089,4.79,13.61,9.36,140,113,27,58,7,0.8,12.08,48.93,55.58,"2019-2020","Real Madrid"
"FERNANDEZ, RUDY",25,"499:01",3.1875,1.28,107.21,122.9,15.69,0.5854,18.3946,1.95,9.74,5.98,158,33,125,10,52,2.63,16.24,55.7,48.12,"2019-2020","Real Madrid"
"GARUBA, USMAN",14,"166:55",0.8571,1.65,100.56,125.78,25.22,0.679,15.0751,10.92,16.93,14.03,37,31,6,23,2,3.94,5.95,70.27,62.39,"2019-2020","Real Madrid"
"LAPROVITTOLA, NICOLAS",23,"311:05",1.7,1.26,110.25,102.67,-7.58,0.5518,22.4654,2.34,9.45,6.02,91,45,46,25,13,1.41,34.62,48.9,45.03,"2019-2020","Real Madrid"
"LLULL, SERGIO",16,"297:03",2.0741,0.93,110.75,94.47,-16.28,0.4246,27.462,1.23,6.09,3.74,129,56,73,16,21,1.66,29.97,36.82,39.26,"2019-2020","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MICKEY, JORDAN",26,"431:15",0.3947,1.62,102.9,115.62,12.72,0.6873,23.4833,8.45,20.44,14.66,145,124,21,84,7,1.4,6.41,65.17,56.22,"2019-2020","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RANDOLPH, ANTHONY",19,"455:18",0.35,1.53,106.27,124.14,17.87,0.6818,22.426,4.27,16.38,10.54,170,64,106,34,52,1.92,2.72,65.88,51.44,"2019-2020","Real Madrid"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"TAVARES, WALTER",28,"642:05",0.7586,1.62,99.54,127.29,27.75,0.6891,13.2513,11.73,24.11,18.15,125,124,1,85,0,1.45,5.52,68,63.12,"2019-2020","Real Madrid"
"TAYLOR, JEFFERY",24,"447:03",1.7647,1.15,110.45,112.32,1.87,0.5608,12.8618,4.08,9.1,6.68,99,43,56,22,22,1.23,10.24,55.56,46.48,"2019-2020","Real Madrid"
"THOMPKINS, TREY",20,"398:21",0.6842,1.46,107.2,123.14,15.94,0.6726,21.9384,4.27,18.16,11.46,149,83,66,48,32,1.24,5.9,64.43,52.69,"2019-2020","Real Madrid"
"GEBEN, MARTINAS",20,"162:41",0.4375,1.61,108.91,111.3,2.39,0.6896,21.0893,10.28,18.4,14.4,44,44,1,29,0,2.16,8.26,65.91,55.34,"2019-2020","Zalgiris Kaunas"
"GRIGONIS, MARIUS",10,"257:33",1.5385,1.35,116.04,119.23,3.19,0.5962,21.6045,3,9.69,6.39,85,41,44,21,17,1.14,14.08,54.71,51.47,"2019-2020","Zalgiris Kaunas"
"HAYES, NIGEL",28,"624:25",1.8,1.17,114.74,117.61,2.87,0.5317,14.6988,6.39,13.58,10.04,151,73,78,32,29,0.94,7.19,50,50.63,"2019-2020","Zalgiris Kaunas"
"JANKUNAS, PAULIUS",27,"369:28",1.5,1.11,110.02,104.1,-5.92,0.4722,13.7281,5.92,22.28,14.23,73,52,21,25,3,1.59,9.12,40.41,50.14,"2019-2020","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"LANDALE, JOCK",25,"513:35",0.7742,1.45,112.55,122.11,9.56,0.6288,24.7966,10.52,16.27,13.44,190,127,63,82,19,1.37,9.3,58.16,57.03,"2019-2020","Zalgiris Kaunas"
"LEDAY, ZACH",28,"626:14",0.5745,1.48,111.84,116.06,4.22,0.6093,25.7335,9.86,16.53,13.25,222,192,30,99,13,1.22,8.29,53.38,55.45,"2019-2020","Zalgiris Kaunas"
"LEKAVICIUS, LUKAS",27,"537:58",1.9,1.42,116.72,121.42,4.7,0.6297,25.0941,1.91,6.49,4.24,200,149,51,87,20,1.42,28.24,58.5,55.84,"2019-2020","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MILAKNIS, ARTURAS",28,"618:02",0.85,1.41,114.69,122.58,7.89,0.6452,14.9065,1.46,6.86,4.2,148,34,114,24,45,2.28,4.68,61.82,49.12,"2019-2020","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RIVERS, KC",18,"384:42",2.375,1.26,114.2,127.69,13.49,0.6077,19.2164,2.34,6.48,4.45,133,36,97,19,40,2.59,9.05,59.4,49.47,"2019-2020","Zalgiris Kaunas"
"ULANOVAS, EDGARAS",28,"723:06",1.6286,1.36,116.41,117.07,0.66,0.5686,16.8047,6.23,10,8.15,171,103,68,48,25,0.97,13.18,50,52.86,"2019-2020","Zalgiris Kaunas"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"WALKUP, THOMAS",28,"721:22",2.0533,1.3,112.23,113.77,1.54,0.5961,21.2487,4.64,12.97,8.87,208,148,60,75,28,2.28,38.37,56.25,50.59,"2019-2020","Zalgiris Kaunas"
"ABALDE, ALBERTO",23,"499:16",2,1.19,116.46,114.2,-2.26,0.5217,18.7381,7.48,15.12,11.16,150,97,53,49,15,1.21,13.21,47.67,53.01,"2019-2020","Valencia Basket"
"COLOM, QUINO",26,"480:14",2.2708,1.14,116.56,103.87,-12.69,0.4969,24.5554,1.22,9.17,5.04,168,79,89,34,28,1.94,39.45,45.24,45.64,"2019-2020","Valencia Basket"
"DOORNEKAMP, AARON",28,"453:34",2.1667,1.27,115.72,123.3,7.58,0.5954,13.7507,3.86,13.87,8.68,108,29,79,15,32,1.45,9.54,58.33,49.46,"2019-2020","Valencia Basket"
"DUBLJEVIC, BOJAN",26,"610:35",0.8776,1.45,113.71,119.61,5.9,0.6235,27.7332,11.85,21.85,16.66,255,169,86,101,30,1.35,14.38,57.25,55.05,"2019-2020","Valencia Basket"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"LABEYRIE, LOUIS",27,"547:05",1.1765,1.46,114,124.52,10.52,0.6124,11.7089,7.89,19.78,13.62,95,58,37,35,12,1.3,5.91,55.79,57.49,"2019-2020","Valencia Basket"
"LOYD, JORDAN",18,"394:05",1.3438,1.32,116.18,108.95,-7.23,0.5737,25.7027,0.59,10.22,5.22,151,74,77,30,33,1.81,20.04,52.65,46.85,"2019-2020","Valencia Basket"
"MARINKOVIC, VANJA",27,"401:58",0.4231,1.27,118.09,103.04,-15.05,0.5668,21.5981,1.74,6.89,4.22,135,65,70,36,23,1.5,4.91,52.22,45.11,"2019-2020","Valencia Basket"
"MOTUM, BROCK",20,"258:48",0.8182,1.38,116.87,118.49,1.62,0.5992,21.5572,5.41,8.75,7.02,89,58,31,31,12,1.7,6.46,55.06,54.17,"2019-2020","Valencia Basket"
"NDOUR, MAURICE",26,"390:34",0.6471,1.47,110.71,121.39,10.68,0.6425,18.0805,5.98,13.53,9.61,111,101,10,61,4,3.23,5.23,60.36,59.06,"2019-2020","Valencia Basket"
"SAN EMETERIO, FERNANDO",24,"426:09",1.95,1.45,118.01,123.29,5.28,0.6313,18.2712,2.47,10.04,6.11,121,59,62,29,29,1.16,16.1,59.92,53.11,"2019-2020","Valencia Basket"
"SASTRE, JOAN",12,"163:59",1.4444,1.6,112.38,123.83,11.45,0.7107,14.4901,2.14,9.98,5.91,35,17,18,8,11,3.01,13.47,70,51.87,"2019-2020","Valencia Basket"
"TOBEY, MIKE",21,"320:20",0.7647,1.34,111.23,118.12,6.89,0.5908,24.7849,12.39,22,17.01,128,89,39,54,12,1.71,8.14,56.25,55.79,"2019-2020","Valencia Basket"
"VAN ROSSOM, SAM",14,"290:11",3.3684,1.21,117.66,120.63,2.97,0.5572,17.94,2.41,9.97,6.05,80,34,46,17,16,1.32,37.34,51.25,50.55,"2019-2020","Valencia Basket"
"VIVES, GUILLEM",20,"408:32",1.4138,1.09,116.18,96.93,-19.25,0.4951,17.1988,1.43,7.08,4.15,104,47,57,25,14,2.15,16.48,44.23,42.06,"2019-2020","Valencia Basket"
"BAKO, ISMAEL",24,"264",0.875,1.44,112.68,121.55,8.87,0.5869,15.7647,9.75,13.39,11.43,63,63,1,32,0,1.75,4.73,50.79,60.35,"2019-2020","LDLC ASVEL Villeurbanne"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DIOT, ANTOINE",23,"395:41",1.5476,1.13,118.88,95.33,-23.55,0.526,19.8715,1.72,6.39,3.88,109,42,67,17,25,2.37,29.08,50,39.57,"2019-2020","LDLC ASVEL Villeurbanne"
"GALLIOU, CHARLES",18,"116:01",4,0.67,119.89,0,0,0.3333,5.544,3.92,8.03,5.82,12,1,11,1,2,1.51,5.34,33.33,0,"2019-2020","LDLC ASVEL Villeurbanne"
"JACKSON, EDWIN",17,"342:35",1.2857,0.81,120.99,77.78,-43.21,0.3604,22.6685,0.66,8.94,4.48,121,70,51,28,5,1.03,13.71,29.34,37.09,"2019-2020","LDLC ASVEL Villeurbanne"
"JEAN-CHARLES, LIVIO",27,"570:59",0.5667,1.26,117.67,111.37,-6.3,0.5801,20.8969,8.37,13.76,10.85,194,146,48,83,15,1.13,5.96,54.38,52,"2019-2020","LDLC ASVEL Villeurbanne"
"JEKIRI, TONYE",27,"645:09",1.2069,1.31,113.09,114.35,1.26,0.552,18.5498,12.69,26.83,19.21,179,176,3,92,0,1.91,10.26,51.4,57.66,"2019-2020","LDLC ASVEL Villeurbanne"
"KAHUDI, CHARLES",23,"492:15",1.1176,1.19,119,110.43,-8.57,0.5497,16.4276,4.39,12.98,8.35,135,72,63,35,23,1.31,6.98,51.48,47.94,"2019-2020","LDLC ASVEL Villeurbanne"
