"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"NEDOVIC, NEMANJA",24,"601:57",2.17,1.29,119.24,117.16,-2.08,0.57,32.74,1.88,7.64,4.63,312,161,151,80,54,1.31,38.98,51.6,51.33,"2017-2018","Unicaja Malaga"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SALIN, SASU",28,"446:13",1.25,0.93,117.15,93.33,-23.82,0.44,20.25,2.79,10.3,6.38,151,46,105,16,32,1.89,12.96,42.38,37.69,"2017-2018","Unicaja Malaga"
"SHERMADINI, GIORGI",23,"331:27",0.37,1.5,114.24,104.38,-9.86,0.56,23.77,10.26,18.74,14.31,100,99,1,47,0,1.02,5.81,47,53.29,"2017-2018","Unicaja Malaga"
"SOLUADE, MO",11,"114:06",1.25,0.8,113.05,0,0,0.4,17.79,0.99,7.62,4.16,30,12,18,6,4,3.44,21.03,40,0,"2017-2018","Unicaja Malaga"
"SUAREZ, CARLOS",30,"570:34",2.31,1.43,116.71,120.8,4.09,0.57,14.45,6.75,15.46,10.91,113,59,54,25,19,1.28,18.47,47.35,53.94,"2017-2018","Unicaja Malaga"
"WACZYNSKI, ADAM",27,"510:25",1.15,1.42,116.78,126.13,9.35,0.66,22.11,5.55,9.01,7.2,192,89,103,45,51,2.2,11.2,63.28,52.48,"2017-2018","Unicaja Malaga"
"ABALDE, ALBERTO",25,"477:30",1.31,1.33,120.31,112.1,-8.21,0.62,20.01,3.18,10.39,6.82,143,89,54,43,28,0.96,16.65,59.44,47.97,"2017-2018","Valencia Basket"
"DOORNEKAMP, AARON",30,"667:32",2.56,1.13,115.34,111.45,-3.89,0.5,15.1,4.75,16.71,10.8,157,57,100,21,33,1.97,11.56,44.9,46.83,"2017-2018","Valencia Basket"
"DUBLJEVIC, BOJAN",24,"484:16",1.03,1.37,115.29,114.2,-1.09,0.59,26.94,9.68,20.99,15.4,189,127,62,66,23,1.53,14.24,53.17,52.25,"2017-2018","Valencia Basket"
"GARCIA, SERGI",8,"103:50",1.5,1.17,121.7,106.95,-14.75,0.56,19.54,6.1,4.78,5.43,30,14,16,7,6,1.1,20.95,53.33,44.39,"2017-2018","Valencia Basket"
"GREEN, ERICK",28,"688:22",1.66,1.42,119.58,120.13,0.55,0.6,27.35,1.47,7.02,4.28,283,180,103,83,43,1.74,14.12,52.12,53.2,"2017-2018","Valencia Basket"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MARTINEZ, RAFA",29,"445:53",1.62,1.62,119.42,126.56,7.14,0.68,19.88,3.13,7.23,5.2,124,47,77,26,34,1.79,16.13,62.1,53.29,"2017-2018","Valencia Basket"
"PLEISS, TIBOR",29,"559:12",0.44,1.4,112.34,114.15,1.81,0.62,25.21,10.42,23.5,17.03,209,199,10,113,5,1.12,6.14,57.66,55.73,"2017-2018","Valencia Basket"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RUDEZ, DAMJAN",11,"126:44",1.25,0.97,121.4,92.07,-29.33,0.48,17.28,2,8.8,5.44,34,13,21,4,8,0.45,13.55,47.06,35.75,"2017-2018","Valencia Basket"
"SAN EMETERIO, FERNANDO",20,"443:12",1.44,1.25,119.91,106.78,-13.13,0.57,22.8,1.72,13.99,7.92,151,79,72,39,29,0.64,19.83,54.64,45.8,"2017-2018","Valencia Basket"
"SASTRE, JOAN",18,"376:22",1.44,1.3,119,108.93,-10.07,0.6,14.89,5.05,8.56,6.83,77,38,39,17,18,1.52,16.38,57.14,45.77,"2017-2018","Valencia Basket"
"THOMAS, WILL",30,"709:07",2.13,1.27,117.24,120.34,3.1,0.56,13.09,6.61,12.24,9.46,146,94,52,54,15,2.01,7.79,52.4,55.65,"2017-2018","Valencia Basket"
"VAN ROSSOM, SAM",24,"519:06",2.18,1.35,121.53,114.74,-6.79,0.62,18.23,2.68,8.6,5.67,127,46,81,23,34,0.66,32.61,58.27,47.24,"2017-2018","Valencia Basket"
"VIVES, GUILLEM",16,"294:20",3.47,1.13,118.13,118.79,0.66,0.55,14.16,3.01,8.85,5.96,62,12,50,6,18,1.74,33.67,53.23,46.66,"2017-2018","Valencia Basket"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HACKETT, DANIEL",26,"623:29",2.44,1.53,118.9,120.52,1.62,0.63,19.02,0.8,12.91,6.86,163,98,65,57,24,0.92,26.17,57.06,54.89,"2017-2018","Brose Bamberg"
"HECKMANN, PATRICK",14,"155:40",0.33,1.12,118.38,87.34,-31.04,0.5,12.43,4.78,10.34,7.57,26,20,6,7,3,1.48,3.19,44.23,39.29,"2017-2018","Brose Bamberg"
"HICKMAN, RICKY",28,"669:52",1.12,1.26,115.53,101.08,-14.45,0.54,27.28,1.67,10.35,6.01,260,119,141,54,46,2.66,18.09,47.31,44.29,"2017-2018","Brose Bamberg"
"LO, MAODO",30,"500:23",1.67,1.15,119.39,104.61,-14.78,0.56,22.26,0.99,9.16,5.08,180,93,87,44,36,1.03,21.58,54.44,43.91,"2017-2018","Brose Bamberg"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"MITROVIC, LUKA",16,"219:29",0.69,1.22,116.51,98.97,-17.54,0.54,17.97,9.61,18.62,14.12,55,47,8,25,3,0.79,9.25,53.64,48.02,"2017-2018","Brose Bamberg"
"MUSLI, DEJAN",15,"297:14",1,1.54,114.31,117.64,3.33,0.63,24.85,12.53,25.83,19.19,101,101,1,60,0,0.77,15.12,59.41,59.5,"2017-2018","Brose Bamberg"
"NIKOLIC, ALEKSEJ",29,"357:33",2.38,1.17,120.94,104.46,-16.48,0.53,12.94,1.04,7.62,4.33,63,32,31,15,10,0.64,23.34,47.62,45.31,"2017-2018","Brose Bamberg"
"OLINDE, LOUIS",15,"114:42",0.44,1.6,115.71,98.93,-16.78,0.6,15.77,4.33,18.35,11.35,20,12,8,8,1,1.5,5.9,47.5,47.32,"2017-2018","Brose Bamberg"
"RADOSEVIC, LEON",28,"580:12",0.66,1.36,118.05,108.03,-10.02,0.58,17.97,6.63,13.45,10.04,149,148,1,79,0,0.69,6.79,53.02,53.6,"2017-2018","Brose Bamberg"
"RUBIT, AUGUSTINE",30,"650:24",0.8,1.51,115.19,119.93,4.74,0.61,22.12,12.59,14.47,13.53,201,182,19,99,7,1.94,8.5,54.48,58.57,"2017-2018","Brose Bamberg"
"STAIGER, LUCCA",28,"290:21",13,1.24,121.47,127.35,5.88,0.6,15.77,0.85,5.12,2.99,86,6,80,1,33,0.79,8.11,58.72,45.45,"2017-2018","Brose Bamberg"
"TAYLOR, BRYCE",10,"239:03",0,1.24,118.12,128.68,10.56,0.59,12.25,2.6,8.29,5.45,55,25,30,12,13,1.68,5.19,57.27,52.97,"2017-2018","Brose Bamberg"
"WRIGHT, DORELL",27,"696:50",1.67,1.25,112.67,114.3,1.63,0.57,22.11,4.27,21.86,13.08,252,124,128,52,54,1.98,12.49,52.78,48,"2017-2018","Brose Bamberg"
"ZISIS, NIKOS",27,"601:21",1.77,1.28,118.96,103.36,-15.6,0.56,16.51,1.24,10.5,5.88,133,94,39,43,16,1.24,22.13,50.38,46.82,"2017-2018","Brose Bamberg"
"ANDERSON, JAMES",37,"548:43",1.92,1.29,115.42,121.13,5.71,0.59,15.16,3.77,12.2,8.26,139,57,82,25,35,0.93,6.8,55.76,49.94,"2018-2019","Anadolu Efes Istanbul"
"BALBAY, DOGUS",37,"387:27",3.5,1.26,112.42,132.44,20.02,0.62,9.44,6.34,9.67,8.11,58,35,23,15,14,2.34,17.94,62.07,55.18,"2018-2019","Anadolu Efes Istanbul"
"BEAUBOIS, RODRIGUE",35,"718:08",2.16,1.2,117.38,113.68,-3.7,0.57,23.2,1.08,6.32,3.87,278,138,140,67,56,0.79,18.31,54.32,47.53,"2018-2019","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DUNSTON, BRYANT",36,"939",1.66,1.69,110.58,132.94,22.36,0.68,14.02,7.45,14.39,11.15,189,183,6,119,2,1.72,7.7,64.55,66.22,"2018-2019","Anadolu Efes Istanbul"
"LARKIN, SHANE",35,"769:03",1.72,1.58,113.61,123.49,9.88,0.67,25.63,2.02,9.59,6.05,277,130,147,72,66,2.21,23.83,61.73,52.97,"2018-2019","Anadolu Efes Istanbul"
"MICIC, VASILIJE",37,"1043:30",1.94,1.3,114.71,111.7,-3.01,0.6,23.65,1.12,7.83,4.69,352,174,178,101,66,2.06,31.55,56.82,48.26,"2018-2019","Anadolu Efes Istanbul"
"MOERMAN, ADRIEN",37,"1075:30",1.37,1.29,109.8,120.82,11.02,0.62,18.84,5.65,18.68,12.59,343,206,137,122,55,2.16,8.46,59.62,52.92,"2018-2019","Anadolu Efes Istanbul"
"MOTUM, BROCK",31,"359:14",0.85,1.32,116.94,119.55,2.61,0.6,25.46,7.92,10.74,9.42,154,104,50,56,22,0.47,5.44,57.79,53.93,"2018-2019","Anadolu Efes Istanbul"
"PLEISS, TIBOR",37,"525:32",0.45,1.47,109.01,123.39,14.38,0.68,24.32,10.34,20.73,15.88,204,174,30,117,10,1.51,4.95,64.71,58.7,"2018-2019","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"SIMON, KRUNOSLAV",37,"916:37",2.08,1.44,111.84,122.98,11.14,0.64,17.73,3.11,14.49,9.17,242,103,139,61,56,2.04,17.07,59.92,52.45,"2018-2019","Anadolu Efes Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BERTANS, DAIRIS",22,"365:54",2,1.5,120.52,139.8,19.28,0.69,14.12,1.91,5.11,3.5,94,25,69,8,37,2.2,6.17,67.55,53.2,"2018-2019","AX Armani Exchange Olimpia Milan"
"BROOKS, JEFF",29,"728:38",1.21,1.29,117.12,121.17,4.05,0.6,11.15,6.7,17.79,12.23,136,88,48,49,19,1.62,6.13,56.99,54.1,"2018-2019","AX Armani Exchange Olimpia Milan"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"CINCIARINI, ANDREA",14,"157:12",0.92,1.25,117.99,97.66,-20.33,0.57,15.91,3.7,10.4,7.04,36,24,12,15,4,2.39,12.28,58.33,45.31,"2018-2019","AX Armani Exchange Olimpia Milan"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"GUDAITIS, ARTURAS",21,"500:08",0.3,2.16,114.98,138.92,23.94,0.73,19.76,16.26,18.68,17.47,122,122,1,78,0,1.72,2.73,63.93,69.31,"2018-2019","AX Armani Exchange Olimpia Milan"
"JAMES, MIKE",30,"1018:26",2.48,1.27,118.67,116.21,-2.46,0.54,29.15,1.26,11.81,6.52,468,253,215,119,70,2.06,33.66,47.86,51.57,"2018-2019","AX Armani Exchange Olimpia Milan"
"JERRELLS, CURTIS",30,"452:06",1.76,1.11,121.53,106.5,-15.03,0.52,21.63,1.03,6.97,3.99,168,66,102,30,35,1.43,16.25,49.11,44.39,"2018-2019","AX Armani Exchange Olimpia Milan"
"KUZMINSKAS, MINDAUGAS",30,"511:37",0.79,1.49,118.47,125.03,6.56,0.64,21.15,8.63,13.69,11.16,171,107,64,55,30,1.68,7.46,58.48,55.48,"2018-2019","AX Armani Exchange Olimpia Milan"
"MICOV, VLADIMIR",30,"939:26",1.81,1.28,119.29,117.6,-1.69,0.58,20.51,1.86,10.19,6.01,327,185,142,93,56,1.95,13.85,54.13,51.65,"2018-2019","AX Armani Exchange Olimpia Milan"
"NEDOVIC, NEMANJA",15,"352:01",1.25,1.34,119.04,110.82,-8.22,0.61,23.49,0.99,11.28,6.12,128,58,70,30,29,1.83,19.76,57.42,46.92,"2018-2019","AX Armani Exchange Olimpia Milan"
"NUNNALLY, JAMES",10,"268:36",2,1.48,122.07,129.52,7.45,0.64,21.6,2.6,10,6.29,95,57,38,30,16,0.8,14.33,56.84,56.8,"2018-2019","AX Armani Exchange Olimpia Milan"
"OMIC, ALEN",14,"174:53",0.64,0.92,116.88,96.76,-20.12,0.43,14.06,15.95,18.03,16.98,38,37,1,17,0,1.54,6.2,44.74,46.65,"2018-2019","AX Armani Exchange Olimpia Milan"
"TARCZEWSKI, KALEB",24,"435:50",0.38,1.76,116.92,129.59,12.67,0.73,14,12.8,16.61,14.7,87,87,1,63,0,1.23,3.45,72.41,64.6,"2018-2019","AX Armani Exchange Olimpia Milan"
"ANTONOV, SEMEN",21,"149:42",0,0.85,115.9,107.48,-8.42,0.38,12.22,9.74,7.84,8.78,34,19,15,9,2,0.74,2.96,35.29,51.61,"2018-2019","CSKA Moscow"
"BOLOMBOY, JOEL",28,"261:13",1.67,1.42,113.39,133.11,19.72,0.61,12.32,12.56,12.13,12.34,52,39,13,22,6,0.85,5.95,59.62,63,"2018-2019","CSKA Moscow"
"CLYBURN, WILL",35,"944:30",1.04,1.39,108.09,118.45,10.36,0.58,23.47,7.59,22.25,15.05,342,243,99,128,34,2.12,9.32,52.34,56.26,"2018-2019","CSKA Moscow"
"DE COLO, NANDO",34,"823:56",1.66,1.57,112.95,126.74,13.79,0.66,26.13,2.36,9.69,6.09,320,183,137,101,59,2.16,25.29,59.22,55.11,"2018-2019","CSKA Moscow"
"HACKETT, DANIEL",35,"607:05",1.79,1.47,112.82,117.39,4.57,0.59,16.84,2.2,10.25,6.29,143,92,51,42,20,2.02,15.49,50.35,53.57,"2018-2019","CSKA Moscow"
"HIGGINS, CORY",32,"813:50",1.35,1.5,116.01,127.1,11.09,0.64,24.6,2.69,7.5,5.14,317,213,104,105,51,0.89,12.75,57.26,56.51,"2018-2019","CSKA Moscow"
"HINES, KYLE",36,"704:01",1.4,1.45,111.13,122.32,11.19,0.6,17.31,11.39,10.67,11.03,181,181,1,105,0,1.9,11.57,58.01,61.58,"2018-2019","CSKA Moscow"
"HUNTER, OTHELLO",36,"644:41",1.15,1.39,110.52,127.45,16.93,0.62,18.63,12.82,15.84,14.36,198,198,1,118,0,1.64,8.47,59.6,63.19,"2018-2019","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KURBANOV, NIKITA",34,"604:06",1.04,1.78,110.87,135.64,24.77,0.75,12.45,7.04,16.52,11.86,109,62,47,41,24,1.66,6.95,70.64,60.39,"2018-2019","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PETERS, ALEC",36,"586:04",1.18,1.27,112.03,119.86,7.83,0.59,15.16,4.98,14.42,9.78,150,60,90,24,39,1.62,6.9,55,48.72,"2018-2019","CSKA Moscow"
"RODRIGUEZ, SERGIO",35,"764:58",2.09,1.18,114.78,112.13,-2.65,0.56,24.95,1.43,6.75,4.14,302,131,171,60,67,1.75,35.54,53.15,46.62,"2018-2019","CSKA Moscow"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"VORONTSEVICH, ANDREY",19,"191:10",2.17,0.91,112.18,105.14,-7.04,0.42,13.99,5.72,12.89,9.37,46,13,33,2,10,1.46,9.88,36.96,41.15,"2018-2019","CSKA Moscow"
"BLAZIC, JAKA",25,"342:03",1.15,1.51,111.25,123.4,12.15,0.61,17.28,6.97,13.14,10.02,86,55,31,28,12,1.49,7.4,53.49,57.05,"2018-2019","FC Barcelona Lassa"
"CLAVER, VICTOR",35,"743:35",1.25,1.46,110.48,118.84,8.36,0.61,12,4.81,13.23,8.98,128,72,56,42,19,1.6,7.5,55.08,54.1,"2018-2019","FC Barcelona Lassa"
"HANGA, ADAM",27,"563:43",2.27,1.23,105.06,116.31,11.25,0.55,20.89,4.23,18.96,11.52,194,123,71,70,20,3.12,16.13,51.55,54.03,"2018-2019","FC Barcelona Lassa"
"HEURTEL, THOMAS",35,"739:06",2.06,1.27,112.54,110.53,-2.01,0.57,26.74,1.45,9.37,5.37,287,207,80,101,36,1.76,43.1,54.01,50.27,"2018-2019","FC Barcelona Lassa"
"KURIC, KYLE",34,"670:55",1.27,1.27,111.32,120.52,9.2,0.59,19.31,4.26,8.87,6.54,224,88,136,45,54,2.28,7.43,56.25,49.72,"2018-2019","FC Barcelona Lassa"
"ORIOLA, PIERRE",35,"602:38",1.14,1.27,111.22,113.01,1.79,0.54,16.33,9.29,15.31,12.28,150,105,45,57,13,0.94,6.99,51,54.67,"2018-2019","FC Barcelona Lassa"
"PANGOS, KEVIN",35,"711:43",2.09,1.12,114.92,103.19,-11.73,0.5,20.71,1,5.8,3.38,220,116,104,52,33,1.19,26.43,46.14,45.83,"2018-2019","FC Barcelona Lassa"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RIBAS, PAU",26,"452:40",1.96,1.06,110.45,104.2,-6.25,0.51,18.18,1.84,11.27,6.51,132,44,88,13,34,2.38,20.06,48.48,41.41,"2018-2019","FC Barcelona Lassa"
"SERAPHIN, KEVIN",27,"380:04",0.29,1.48,109.32,107.69,-1.63,0.66,28,11.6,18.85,15.19,152,152,1,96,0,0.9,7.48,63.16,53.65,"2018-2019","FC Barcelona Lassa"
"SINGLETON, CHRIS",35,"874:03",0.79,1.13,107.14,103.84,-3.3,0.51,17.59,4.5,16.81,10.6,246,127,119,45,47,2.47,5.68,46.95,44.61,"2018-2019","FC Barcelona Lassa"
"SMITS, ROLANDS",14,"162:11",0.89,1.15,109.32,106.33,-2.99,0.53,20.66,5.88,14.97,10.38,54,27,27,11,10,1.75,8.5,48.15,44.97,"2018-2019","FC Barcelona Lassa"
"TOMIC, ANTE",35,"709:39",1.07,1.49,108.96,116.27,7.31,0.63,23.46,11.75,18.14,14.92,237,237,1,146,0,1.52,17.06,61.6,58.81,"2018-2019","FC Barcelona Lassa"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BARTHEL, DANILO",30,"711:47",1.44,1.36,117,112.35,-4.65,0.59,17.76,5.43,16.26,10.85,179,132,47,72,19,0.8,13.4,56.15,52.71,"2018-2019","FC Bayern Munich"
"BOOKER, DEVIN",16,"328:31",1.2,1.25,115.82,111.27,-4.55,0.59,22.3,8.63,12.53,10.58,114,98,16,57,6,1.73,13.97,57.89,53.4,"2018-2019","FC Bayern Munich"
"DANGUBIC, NEMANJA",30,"444:37",1.08,1.29,115.43,109.21,-6.22,0.55,14.66,3.19,17.64,10.42,97,54,43,23,17,1.28,5.04,50,48.79,"2018-2019","FC Bayern Munich"
"DEDOVIC, NIHAD",30,"690:06",2.35,1.29,115.86,116.33,0.47,0.58,21.83,3.55,10.25,6.9,231,134,97,75,32,2.39,20.71,53.25,52.14,"2018-2019","FC Bayern Munich"
"HOBBS, BRAYDON",18,"176:48",3,1.43,115.53,125.69,10.16,0.66,19.42,1.46,10.18,5.82,47,6,41,0,20,2.57,45.12,63.83,48.06,"2018-2019","FC Bayern Munich"
"JOVIC, STEFAN",23,"493:53",2.56,1.28,113.35,114.93,1.58,0.59,21.1,3.13,11.2,7.17,149,104,45,58,18,3.34,37.9,57.05,52.05,"2018-2019","FC Bayern Munich"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"KOPONEN, PETTERI",30,"549:12",2.04,1.43,119.59,125.26,5.67,0.67,21.56,1.88,9.13,5.51,190,81,109,47,51,0.93,19.35,65,51.51,"2018-2019","FC Bayern Munich"
"LO, MAODO",29,"530",1.49,1.25,114.99,103.83,-11.16,0.56,20.16,1.67,8.59,5.14,155,91,64,47,22,2.95,17.39,51.61,46.62,"2018-2019","FC Bayern Munich"
"LUCIC, VLADIMIR",29,"758:51",1.75,1.46,113.96,125.52,11.56,0.63,16.96,3.74,15.08,9.41,199,125,74,78,26,2.4,7.98,58.79,57.57,"2018-2019","FC Bayern Munich"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"RADOSEVIC, LEON",29,"446:23",0.96,1.26,117.29,104.62,-12.67,0.57,16.72,6.64,10.37,8.51,106,105,1,59,0,1.15,10.38,55.66,51.88,"2018-2019","FC Bayern Munich"
"WILLIAMS, DERRICK",29,"755:08",0.42,1.41,115.94,110.45,-5.49,0.59,25.56,6.14,14.47,10.31,276,168,108,91,36,1.36,4.36,52.54,51.3,"2018-2019","FC Bayern Munich"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"DATOME, LUIGI",34,"717:39",0.76,1.37,111.23,117.64,6.41,0.63,20.46,4.6,17.66,11.47,222,104,118,57,49,1.41,6.11,58.78,49.54,"2018-2019","Fenerbahce Beko Istanbul"
"DUVERIOGLU, AHMET",31,"346:23",0.7,1.36,106.11,103.56,-2.55,0.6,16.03,13.26,18.3,15.91,66,66,1,41,0,2.92,9.74,62.12,50.98,"2018-2019","Fenerbahce Beko Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"GREEN, ERICK",28,"353:14",3.5,1.37,114.02,130.99,16.97,0.64,19.12,0.81,7.32,4.24,114,65,49,40,20,1.85,10.41,61.4,56.73,"2018-2019","Fenerbahce Beko Istanbul"
"GUDURIC, MARKO",36,"795:59",1.76,1.64,111.73,129.08,17.35,0.71,18.76,2.34,9.26,5.98,206,97,109,61,52,2.47,16.57,67.48,55.42,"2018-2019","Fenerbahce Beko Istanbul"
"GULER, SINAN",20,"116:04",2.67,0.94,105.87,98.97,-6.9,0.45,17.29,0,5.57,2.93,31,22,9,14,0,5.64,22.22,45.16,47.78,"2018-2019","Fenerbahce Beko Istanbul"
"KALINIC, NIKOLA",35,"891:19",1.59,1.36,112.81,118.46,5.65,0.6,19.13,4.99,12.04,8.7,248,160,88,85,35,1.67,11.47,55.44,53.68,"2018-2019","Fenerbahce Beko Istanbul"
"LAUVERGNE, JOFFREY",22,"395:30",2.11,1.29,111.35,118.61,7.26,0.58,24.15,9.07,17.66,13.59,145,125,20,75,6,1.2,18.87,57.93,57.72,"2018-2019","Fenerbahce Beko Istanbul"
"MAHMUTOGLU, MELIH",31,"373:33",3.4,1.47,116.27,138.44,22.17,0.69,18.7,1.15,7.96,4.73,118,42,76,25,35,0.8,7.84,65.68,55.5,"2018-2019","Fenerbahce Beko Istanbul"
"MELLI, NICOLO",36,"934:20",1.61,1.23,109.91,114.9,4.99,0.56,15.4,6.14,14.67,10.63,214,118,96,56,37,2.16,9.68,52.1,50.09,"2018-2019","Fenerbahce Beko Istanbul"
"MUHAMMED, ALI",34,"604:58",2,1.46,113.09,128.05,14.96,0.69,23.4,2.85,9.62,6.41,216,85,131,47,65,2.07,22.6,66.9,52.02,"2018-2019","Fenerbahce Beko Istanbul"
"SLOUKAS, KOSTAS",33,"879:23",2.53,1.59,115.01,129.47,14.46,0.68,20.91,1.14,9.56,5.57,245,138,107,80,48,1.22,29.99,62.04,56.03,"2018-2019","Fenerbahce Beko Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"VESELY, JAN",31,"777:57",1.3,1.82,106.91,128.8,21.89,0.71,22.13,9.04,16.13,12.77,209,204,5,135,1,3.29,16.58,65.31,63.45,"2018-2019","Fenerbahce Beko Istanbul"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"BOGRIS, GEORGIOS",23,"120:40",0.67,1.25,106.61,103.02,-3.59,0.58,17.72,10.09,7.74,8.89,32,32,1,19,0,3.21,9.09,59.38,51.36,"2018-2019","Olympiacos Piraeus"
"LEDAY, ZACH",30,"513:05",0.31,1.57,108.28,122.78,14.5,0.63,24.91,11.86,16.16,14.05,186,158,28,90,10,1.08,3.06,56.45,60.31,"2018-2019","Olympiacos Piraeus"
"MANTZARIS, VANGELIS",27,"321:57",2.06,0.77,110.05,86.19,-23.86,0.37,10.25,2.65,13.42,8.14,48,10,38,5,8,1.2,15.43,35.42,36.5,"2018-2019","Olympiacos Piraeus"
"MILUTINOV, NIKOLA",28,"728:36",1.17,1.72,106.46,134.23,27.77,0.7,18.35,15.87,20.19,18.08,190,189,1,125,1,1.29,10.84,66.58,66.95,"2018-2019","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS",30,"703:24",1.11,1.3,107.34,105.64,-1.7,0.58,15.66,3.11,16.43,9.91,160,55,105,30,39,1.81,11.49,55.31,44.88,"2018-2019","Olympiacos Piraeus"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"PRINTEZIS, GEORGIOS",30,"767:03",1.19,1.15,109.6,107.96,-1.64,0.52,21.82,7.14,16.74,12.04,277,238,39,121,12,0.87,9.33,50.18,52.9,"2018-2019","Olympiacos Piraeus"
"SPANOULIS, VASSILIS",25,"551:40",1.76,1.16,111.95,99.53,-12.42,0.51,28.81,1.32,8.47,4.97,220,99,121,44,40,1.1,41.68,47.27,43.73,"2018-2019","Olympiacos Piraeus"
"STRELNIEKS, JANIS",20,"415:30",2.05,1.52,109.71,126.87,17.16,0.66,17.96,0.29,10.12,5.31,115,54,61,29,28,1.87,16.54,61.74,54.05,"2018-2019","Olympiacos Piraeus"
"TIMMA, JANIS",23,"264:59",0.89,1.2,110.74,97.36,-13.38,0.57,16.35,0.46,8.81,4.72,66,19,47,9,19,1.46,10.08,56.82,38.78,"2018-2019","Olympiacos Piraeus"
"TOUPANE, AXEL",26,"353:34",0.71,1.24,109.76,105.99,-3.77,0.55,18.33,2.07,8.26,5.23,102,30,72,13,26,1.88,5.71,50.98,43.37,"2018-2019","Olympiacos Piraeus"
"VEZENKOV, SASHA",28,"291:21",1.71,1.25,107.21,120.9,13.69,0.56,17.03,7.94,17.23,12.68,84,55,29,35,6,1.9,7.3,52.38,57.15,"2018-2019","Olympiacos Piraeus"
"WEBER, BRIANTE",8,"194:09",0.95,1.33,105.68,102.91,-2.77,0.6,25.37,4.39,18.04,11.36,70,57,13,31,6,2.28,21.04,57.14,48.43,"2018-2019","Olympiacos Piraeus"
"WILLIAMS-GOSS, NIGEL",30,"787:56",2.91,1.1,111.53,109.71,-1.82,0.5,19.97,1.54,7.56,4.61,252,171,81,72,30,1.48,27.58,46.43,49.18,"2018-2019","Olympiacos Piraeus"
"BOST, DEE",23,"541:56",2.23,1.12,119.62,107.27,-12.35,0.53,18.67,2.59,9.74,5.99,163,59,104,31,35,2.4,22.29,51.23,44.36,"2018-2019","Khimki Moscow Region"
"CROCKER, TONY",30,"688:27",1.05,1.12,120.1,100.37,-19.73,0.52,21.63,2.54,10.28,6.23,239,103,136,47,44,2.06,10.62,47.28,41.85,"2018-2019","Khimki Moscow Region"
